Date,Open,High,Low,Close,Volume,Change
2013-07-29,4740,4745,4700,4740,3770,
2013-07-30,4750,4750,4695,4740,12154,0.0
2013-07-31,4750,4750,4695,4720,9081,-0.00421940928270037
2013-08-01,4725,4745,4710,4735,6391,0.0031779661016948513
2013-08-02,4750,4760,4715,4750,24873,0.0031678986272438703
2013-08-05,4715,4715,4690,4705,44766,-0.0094736842105263
2013-08-06,4705,4705,4660,4690,13251,-0.0031880977683315104
2013-08-07,4650,4690,4620,4640,34044,-0.010660980810234588
2013-08-08,4640,4660,4555,4615,44092,-0.0053879310344827624
2013-08-09,4625,4630,4600,4625,12529,0.0021668472372697867
2013-08-12,4625,4650,4600,4625,12150,0.0
2013-08-13,4600,4635,4585,4620,24880,-0.00108108108108107
2013-08-14,4620,4620,4585,4590,22890,-0.00649350649350644
2013-08-16,4590,4620,4570,4600,21423,0.002178649237472685
2013-08-19,4570,4615,4570,4605,14446,0.0010869565217390686
2013-08-20,4640,4690,4560,4600,38569,-0.0010857763300760048
2013-08-21,4570,4630,4555,4575,7570,-0.005434782608695676
2013-08-22,4575,4575,4440,4470,28091,-0.022950819672131195
2013-08-23,4475,4520,4455,4520,7121,0.01118568232662187
2013-08-26,4560,4560,4490,4520,21020,0.0
2013-08-27,4480,4530,4480,4530,6890,0.0022123893805310324
2013-08-28,4480,4530,4450,4505,28880,-0.0055187637969095205
2013-08-29,4510,4530,4450,4500,25331,-0.0011098779134295356
2013-08-30,4500,4515,4470,4500,22220,0.0
2013-09-02,4500,4500,4455,4500,11740,0.0
2013-09-03,4500,4550,4490,4530,33622,0.006666666666666599
2013-09-04,4525,4550,4465,4480,29054,-0.01103752759381893
2013-09-05,4500,4530,4485,4515,16310,0.0078125
2013-09-06,4515,4595,4500,4515,8060,0.0
2013-09-09,4590,4620,4515,4585,28800,0.015503875968992276
2013-09-10,4590,4620,4560,4620,19480,0.007633587786259444
2013-09-11,4615,4695,4600,4695,37180,0.016233766233766156
2013-09-12,4700,4720,4665,4705,23097,0.0021299254526092604
2013-09-13,4685,4700,4620,4660,9160,-0.009564293304994642
2013-09-16,4660,4705,4645,4660,6604,0.0
2013-09-17,4660,4680,4640,4660,30740,0.0
2013-09-23,4690,4710,4635,4680,11130,0.0042918454935623185
2013-09-24,4655,4685,4640,4680,9010,0.0
2013-09-25,4655,4680,4630,4660,20630,-0.004273504273504258
2013-09-26,4660,4700,4630,4665,13510,0.0010729613733906351
2013-09-27,4670,4690,4655,4680,7100,0.003215434083601254
2013-09-30,4655,4655,4600,4605,14180,-0.01602564102564108
2013-10-01,4600,4640,4590,4605,19941,0.0
2013-10-02,4605,4620,4595,4620,7884,0.0032573289902280145
2013-10-04,4620,4620,4560,4615,8440,-0.0010822510822511289
2013-10-07,4670,4670,4565,4605,5480,-0.0021668472372697867
2013-10-08,4605,4605,4550,4600,10930,-0.0010857763300760048
2013-10-10,4680,4680,4560,4600,12799,0.0
2013-10-11,4650,4690,4585,4630,19327,0.006521739130434856
2013-10-14,4630,4630,4580,4620,12571,-0.002159827213822907
2013-10-15,4575,4685,4575,4625,65434,0.0010822510822510178
2013-10-16,4585,4670,4585,4650,28960,0.00540540540540535
2013-10-17,4685,4690,4575,4650,37330,0.0
2013-10-18,4650,4670,4600,4650,55060,0.0
2013-10-21,4670,4670,4630,4650,12920,0.0
2013-10-22,4650,4670,4650,4670,11780,0.004301075268817289
2013-10-23,4650,4725,4650,4725,64180,0.01177730192719495
2013-10-24,4700,4760,4650,4755,50639,0.006349206349206327
2013-10-25,4750,4755,4685,4750,40850,-0.001051524710830698
2013-10-28,4750,4760,4650,4710,38059,-0.008421052631578996
2013-10-29,4670,4705,4655,4670,47494,-0.00849256900212314
2013-10-30,4695,4720,4670,4700,27090,0.0064239828693790635
2013-10-31,4665,4715,4650,4715,35200,0.0031914893617022155
2013-11-01,4670,4720,4660,4715,32780,0.0
2013-11-04,4715,4715,4650,4700,46792,-0.0031813361611876534
2013-11-05,4705,4705,4625,4690,67640,-0.0021276595744680327
2013-11-06,4715,4715,4650,4695,27290,0.0010660980810235365
2013-11-07,4695,4695,4620,4695,71110,0.0
2013-11-08,4630,4680,4600,4650,52681,-0.009584664536741228
2013-11-11,4630,4680,4625,4650,16580,0.0
2013-11-12,4625,4675,4610,4635,14780,-0.003225806451612856
2013-11-13,4565,4645,4565,4610,35331,-0.005393743257820938
2013-11-14,4580,4635,4460,4505,74030,-0.022776572668112838
2013-11-15,4470,4510,4460,4510,58737,0.0011098779134295356
2013-11-18,4510,4510,4460,4505,37862,-0.0011086474501108556
2013-11-19,4505,4550,4470,4520,18382,0.0033296337402886067
2013-11-20,4520,4570,4480,4570,2790,0.01106194690265494
2013-11-21,4600,4600,4500,4530,19680,-0.008752735229759279
2013-11-22,4490,4560,4490,4560,4680,0.0066225165562914245
2013-11-25,4570,4620,4570,4620,18980,0.013157894736842035
2013-11-26,4620,4620,4570,4605,3234,-0.0032467532467532756
2013-11-27,4565,4630,4565,4630,1837,0.005428881650380024
2013-11-28,4650,4700,4630,4695,25450,0.014038876889848728
2013-11-29,4705,4705,4650,4695,4080,0.0
2013-12-02,4705,4705,4605,4695,4088,0.0
2013-12-03,4695,4695,4610,4690,660,-0.0010649627263046302
2013-12-04,4690,4690,4650,4685,1602,-0.0010660980810234255
2013-12-05,4635,4690,4580,4685,13650,0.0
2013-12-06,4680,4680,4635,4670,480,-0.0032017075773745907
2013-12-09,4700,4750,4635,4690,9730,0.004282655246252709
2013-12-10,4710,4710,4615,4685,5780,-0.0010660980810234255
2013-12-11,4630,4680,4570,4620,12578,-0.0138740661686233
2013-12-12,4620,4675,4585,4620,3100,0.0
2013-12-13,4600,4620,4600,4620,6890,0.0
2013-12-16,4600,4665,4565,4620,9740,0.0
2013-12-17,4585,4625,4585,4620,12900,0.0
