Date,Open,High,Low,Close,Volume,Change
2013-07-29,8313,8398,8144,8285,34365,
2013-07-30,8229,8313,8210,8295,22919,0.001207000603500319
2013-07-31,8323,8463,8247,8408,30155,0.013622664255575678
2013-08-01,8463,8614,8454,8502,21055,0.0111798287345386
2013-08-02,8501,8557,8370,8379,16395,-0.014467184191954807
2013-08-05,8398,8501,8266,8370,27777,-0.0010741138560687036
2013-08-06,8454,8454,8285,8398,16123,0.003345280764635694
2013-08-07,8398,8473,8229,8248,28103,-0.017861395570373917
2013-08-08,8407,8407,8257,8295,30144,0.005698351115421829
2013-08-09,8304,8332,8172,8173,25940,-0.014707655213984316
2013-08-12,8200,8247,8144,8238,10765,0.00795301602838605
2013-08-13,8210,8360,8210,8361,8393,0.014930808448652577
2013-08-14,8407,8407,8257,8332,31735,-0.003468484631025004
2013-08-16,8332,8332,8135,8201,21721,-0.01572251560249638
2013-08-19,8200,8200,7881,7938,41735,-0.03206925984636022
2013-08-20,7796,7984,7515,7515,68757,-0.053287981859410416
2013-08-21,7421,7580,6998,6998,151085,-0.0687957418496341
2013-08-22,6810,7280,6735,7168,130175,0.02429265504429834
2013-08-23,7214,7393,7214,7384,43893,0.030133928571428603
2013-08-26,7383,7468,7336,7384,26609,0.0
2013-08-27,7421,7524,7327,7478,40650,0.012730227518959802
2013-08-28,7299,7646,7299,7609,60957,0.017518052955335595
2013-08-29,7627,7881,7627,7759,47657,0.01971349717439863
2013-08-30,7768,7909,7656,7675,18136,-0.010826137388838752
2013-09-02,7750,7881,7721,7835,20189,0.02084690553745938
2013-09-03,7890,7890,7609,7703,32825,-0.016847479259731957
2013-09-04,7590,7731,7580,7694,18037,-0.0011683759574191432
2013-09-05,7890,7890,7703,7759,14261,0.008448141408889942
2013-09-06,7712,7815,7646,7647,23283,-0.014434849851785003
2013-09-09,7627,7731,7374,7487,14887,-0.02092323787106054
2013-09-10,7393,7580,7139,7487,17121,0.0
2013-09-11,7421,7524,7421,7478,14381,-0.001202083611593463
2013-09-12,7533,7693,7468,7694,21432,0.028884728537041937
2013-09-13,7580,7693,7580,7618,4350,-0.009877826878086804
2013-09-16,7618,7674,7533,7600,9431,-0.0023628248884222103
2013-09-17,7524,7609,7515,7534,16161,-0.008684210526315739
2013-09-23,7515,7533,7430,7431,26948,-0.013671356517122368
2013-09-24,7327,7505,7327,7355,19294,-0.01022742564930701
2013-09-25,7299,7374,7186,7186,24018,-0.02297756628144121
2013-09-26,7148,7383,7148,7384,11737,0.027553576398552826
2013-09-27,7393,7721,7393,7675,31589,0.03940953412784398
2013-09-30,7674,7984,7674,7900,81261,0.02931596091205213
2013-10-01,7890,7937,7693,7882,50718,-0.002278481012658262
2013-10-02,7815,8726,7815,8642,272023,0.096422227860949
2013-10-04,8708,9487,8642,9366,557507,0.08377690349456146
2013-10-07,9365,9384,9140,9366,150813,0.0
2013-10-08,9356,9581,9177,9582,193170,0.023062139654068003
2013-10-10,10990,10990,9957,10192,2453816,0.06366103109997923
2013-10-11,10145,10474,8952,9018,1654614,-0.11518838304552592
2013-10-14,9055,9290,8792,8934,581764,-0.009314703925482393
2013-10-15,8933,9534,8773,9065,869270,0.014663084844414698
2013-10-16,9027,9281,8548,8633,306881,-0.04765581908439054
