Date,Open,High,Low,Close,Volume,Change
2013-07-29,47937,48249,46566,46691,550631,
2013-07-30,46690,48124,46628,48125,252007,0.030712557023837572
2013-07-31,48436,49371,48374,49060,451775,0.01942857142857135
2013-08-01,49059,50680,48187,50494,535292,0.029229514879739016
2013-08-02,50992,54483,50929,52613,1417905,0.041965382025587195
2013-08-05,53548,53735,50493,51429,1005519,-0.0225039438921939
2013-08-06,51927,53922,51740,53860,756748,0.04726905053569008
2013-08-07,53735,54171,52800,52987,357695,-0.01620868919420715
2013-08-08,53298,53298,51179,52551,459957,-0.008228433389321888
2013-08-09,51802,53111,51303,52052,326918,-0.009495537668170018
2013-08-12,51864,54358,51864,54296,408610,0.04311073541842769
2013-08-13,54732,55729,52987,53423,592997,-0.016078532488581154
2013-08-14,54046,54046,52800,53299,309731,-0.002321097654568227
2013-08-16,52176,54109,52114,54109,255730,0.01519728325109293
2013-08-19,53859,54732,53610,53610,237812,-0.009222125709216544
2013-08-20,53672,54046,51740,51927,355153,-0.03139339675433683
2013-08-21,52051,52488,49371,49745,653966,-0.04202052881930407
2013-08-22,48997,49309,47688,47875,482692,-0.0375917177605789
2013-08-23,48311,48872,48000,48187,276807,0.00651697127937334
2013-08-26,48000,49683,48000,49371,256388,0.024570942370348847
2013-08-27,49184,51428,48872,50431,514713,0.021470093779749178
2013-08-28,49433,50244,49184,49995,261567,-0.008645475996906682
2013-08-29,50555,51241,50119,50244,202028,0.004980498049804938
2013-08-30,50680,52488,50431,52488,461495,0.044662049199904574
2013-09-02,52550,53423,51989,52675,343651,0.0035627190976985634
2013-09-03,53236,53672,52737,53423,290416,0.014200284765068849
2013-09-04,53548,55044,52987,54608,501711,0.022181457424704787
2013-09-05,55044,55355,54358,54670,427191,0.001135364781716941
2013-09-06,55106,55106,53298,53486,403598,-0.021657216023413195
2013-09-09,53859,54670,53672,54234,390973,0.013984968029016942
2013-09-10,54171,54233,52924,53548,497625,-0.0126488918390677
2013-09-11,53922,56041,53922,56042,713669,0.04657503548218411
